sitrep_number,report_date,publication_date,status,zone,province,confirmed_cases,confirmed_deaths,population_2024,zone_cfr_pct,cases_per_100k
128,2026-09-19,2026-09-20,final,Kilo,Ituri,34,12,55902,35.3,60.8
128,2026-09-19,2026-09-20,final,Kyondo,Nord-Kivu,32,20,215154,62.5,14.9
128,2026-09-19,2026-09-20,final,Lolwa,Ituri,31,8,45779,25.8,67.7
128,2026-09-19,2026-09-20,final,Mabalako,Nord-Kivu,24,11,186148,45.8,12.9
128,2026-09-19,2026-09-20,final,Masereka,Nord-Kivu,24,9,177664,37.5,13.5
128,2026-09-19,2026-09-20,final,Vuhovi,Nord-Kivu,22,6,121520,27.3,18.1
128,2026-09-19,2026-09-20,final,Mambasa,Ituri,21,9,95906,42.9,21.9
128,2026-09-19,2026-09-20,final,Makiso-Kisangani,Tshopo,20,9,,45.0,
128,2026-09-19,2026-09-20,final,Biena,Nord-Kivu,18,7,,38.9,
128,2026-09-19,2026-09-20,final,Lubero,Nord-Kivu,16,7,,43.8,
128,2026-09-19,2026-09-20,final,Drodro,Ituri,15,7,154777,46.7,9.7
128,2026-09-19,2026-09-20,final,Logo,Ituri,13,5,240552,38.5,5.4
128,2026-09-19,2026-09-20,final,Oicha,Nord-Kivu,13,10,336160,76.9,3.9
128,2026-09-19,2026-09-20,final,Aungba,Ituri,12,5,158181,41.7,7.6
128,2026-09-19,2026-09-20,final,Rimba,Ituri,12,4,211373,33.3,5.7
128,2026-09-19,2026-09-20,final,Adja,Ituri,11,1,,9.1,
128,2026-09-19,2026-09-20,final,Manguredjipa,Nord-Kivu,10,3,,30.0,
128,2026-09-19,2026-09-20,final,Ariwara,Ituri,8,2,,25.0,
128,2026-09-19,2026-09-20,final,Aru,Ituri,8,6,181110,75.0,4.4
128,2026-09-19,2026-09-20,final,Mutwanga,Nord-Kivu,8,2,,25.0,
128,2026-09-19,2026-09-20,final,Bafwasende,Tshopo,7,1,,14.3,
128,2026-09-19,2026-09-20,final,Gethy,Ituri,7,3,186541,42.9,3.8
128,2026-09-19,2026-09-20,final,Kabondo,Tshopo,5,1,,20.0,
128,2026-09-19,2026-09-20,final,Mahagi,Ituri,4,1,,25.0,
128,2026-09-19,2026-09-20,final,Mangobo,Tshopo,4,2,,50.0,
128,2026-09-19,2026-09-20,final,Ganga,Bas-Uele,3,2,,66.7,
128,2026-09-19,2026-09-20,final,Gombari,Haut-Uele,3,1,,33.3,
128,2026-09-19,2026-09-20,final,Miti-Murhesa,Sud-Kivu,3,1,239135,33.3,1.3
128,2026-09-19,2026-09-20,final,Viadana,Bas-Uele,3,1,,33.3,
128,2026-09-19,2026-09-20,final,Boga,Ituri,2,2,,100.0,
128,2026-09-19,2026-09-20,final,Kambala,Ituri,2,0,123772,0.0,1.6
128,2026-09-19,2026-09-20,final,Rungu,Haut-Uele,2,1,,50.0,
128,2026-09-19,2026-09-20,final,Bulu,Sud-Ubangi,1,1,,100.0,
128,2026-09-19,2026-09-20,final,Buta,Bas-Uele,1,1,,100.0,
128,2026-09-19,2026-09-20,final,Dungu,Haut-Uele,1,1,,100.0,
128,2026-09-19,2026-09-20,final,Goma,Nord-Kivu,1,0,251728,0.0,0.4
128,2026-09-19,2026-09-20,final,Kayna,Nord-Kivu,1,0,,0.0,
128,2026-09-19,2026-09-20,final,Lubunga,Tshopo,1,0,,0.0,
128,2026-09-19,2026-09-20,final,Tshopo,Tshopo,1,0,,0.0,
128,2026-09-19,2026-09-20,final,Wanie-Rukula,Tshopo,1,1,,100.0,
128,2026-09-19,2026-09-20,final,A ventiler,Ituri,,493,,,
