sitrep_number,report_date,publication_date,status,zone,province,confirmed_cases,confirmed_deaths,population_2024,zone_cfr_pct,cases_per_100k
129,2026-09-20,2026-09-21,final,Logo,Ituri,13,5,240552,38.5,5.4
129,2026-09-20,2026-09-21,final,Aungba,Ituri,12,5,158181,41.7,7.6
129,2026-09-20,2026-09-21,final,Rimba,Ituri,12,4,211373,33.3,5.7
129,2026-09-20,2026-09-21,final,Adja,Ituri,11,1,,9.1,
129,2026-09-20,2026-09-21,final,Manguredjipa,Nord-Kivu,11,4,,36.4,
129,2026-09-20,2026-09-21,final,Mutwanga,Nord-Kivu,9,2,,22.2,
129,2026-09-20,2026-09-21,final,Ariwara,Ituri,8,2,,25.0,
129,2026-09-20,2026-09-21,final,Aru,Ituri,8,6,181110,75.0,4.4
129,2026-09-20,2026-09-21,final,Bafwasende,Tshopo,7,1,,14.3,
129,2026-09-20,2026-09-21,final,Gethy,Ituri,7,3,186541,42.9,3.8
129,2026-09-20,2026-09-21,final,Kabondo,Tshopo,5,1,,20.0,
129,2026-09-20,2026-09-21,final,Mahagi,Ituri,4,1,,25.0,
129,2026-09-20,2026-09-21,final,Mangobo,Tshopo,4,2,,50.0,
129,2026-09-20,2026-09-21,final,Ganga,Bas-Uele,3,2,,66.7,
129,2026-09-20,2026-09-21,final,Gombari,Haut-Uele,3,1,,33.3,
129,2026-09-20,2026-09-21,final,Miti-Murhesa,Sud-Kivu,3,1,239135,33.3,1.3
129,2026-09-20,2026-09-21,final,Viadana,Bas-Uele,3,1,,33.3,
129,2026-09-20,2026-09-21,final,Boga,Ituri,2,2,,100.0,
129,2026-09-20,2026-09-21,final,Kambala,Ituri,2,0,123772,0.0,1.6
129,2026-09-20,2026-09-21,final,Rungu,Haut-Uele,2,1,,50.0,
129,2026-09-20,2026-09-21,final,Bulu,Sud-Ubangi,1,1,,100.0,
129,2026-09-20,2026-09-21,final,Buta,Bas-Uele,1,1,,100.0,
129,2026-09-20,2026-09-21,final,Dungu,Haut-Uele,1,1,,100.0,
129,2026-09-20,2026-09-21,final,Goma,Nord-Kivu,1,0,251728,0.0,0.4
129,2026-09-20,2026-09-21,final,Kayna,Nord-Kivu,1,0,,0.0,
129,2026-09-20,2026-09-21,final,Lubunga,Tshopo,1,0,,0.0,
129,2026-09-20,2026-09-21,final,Tshopo,Tshopo,1,0,,0.0,
129,2026-09-20,2026-09-21,final,Wanie-Rukula,Tshopo,1,1,,100.0,
129,2026-09-20,2026-09-21,final,A ventiler,Ituri,,493,,,
