sitrep_number,report_date,publication_date,status,zone,province,confirmed_cases,confirmed_deaths,population_2024,zone_cfr_pct,cases_per_100k
131,2026-09-22,2026-09-23,final,Lolwa,Ituri,32,8,45779,25.0,69.9
131,2026-09-22,2026-09-23,final,Vuhovi,Nord-Kivu,27,8,121520,29.6,22.2
131,2026-09-22,2026-09-23,final,Masereka,Nord-Kivu,25,9,177664,36.0,14.1
131,2026-09-22,2026-09-23,final,Mabalako,Nord-Kivu,24,11,186148,45.8,12.9
131,2026-09-22,2026-09-23,final,Mambasa,Ituri,23,9,95906,39.1,24.0
131,2026-09-22,2026-09-23,final,Makiso-Kisangani,Tshopo,22,9,,40.9,
131,2026-09-22,2026-09-23,final,Lubero,Nord-Kivu,20,10,,50.0,
131,2026-09-22,2026-09-23,final,Biena,Nord-Kivu,18,7,,38.9,
131,2026-09-22,2026-09-23,final,Drodro,Ituri,15,7,154777,46.7,9.7
131,2026-09-22,2026-09-23,final,Oicha,Nord-Kivu,15,11,336160,73.3,4.5
131,2026-09-22,2026-09-23,final,Logo,Ituri,13,5,240552,38.5,5.4
131,2026-09-22,2026-09-23,final,Manguredjipa,Nord-Kivu,13,4,,30.8,
131,2026-09-22,2026-09-23,final,Aungba,Ituri,12,5,158181,41.7,7.6
131,2026-09-22,2026-09-23,final,Rimba,Ituri,12,4,211373,33.3,5.7
131,2026-09-22,2026-09-23,final,Adja,Ituri,11,1,,9.1,
131,2026-09-22,2026-09-23,final,Mutwanga,Nord-Kivu,10,2,,20.0,
131,2026-09-22,2026-09-23,final,Ariwara,Ituri,8,2,,25.0,
131,2026-09-22,2026-09-23,final,Aru,Ituri,8,6,181110,75.0,4.4
131,2026-09-22,2026-09-23,final,Bafwasende,Tshopo,7,1,,14.3,
131,2026-09-22,2026-09-23,final,Gethy,Ituri,7,3,186541,42.9,3.8
131,2026-09-22,2026-09-23,final,Kabondo,Tshopo,5,1,,20.0,
131,2026-09-22,2026-09-23,final,Mangobo,Tshopo,5,3,,60.0,
131,2026-09-22,2026-09-23,final,Mahagi,Ituri,4,1,,25.0,
131,2026-09-22,2026-09-23,final,Ganga,Bas-Uele,3,2,,66.7,
131,2026-09-22,2026-09-23,final,Gombari,Haut-Uele,3,1,,33.3,
131,2026-09-22,2026-09-23,final,Miti-Murhesa,Sud-Kivu,3,1,239135,33.3,1.3
131,2026-09-22,2026-09-23,final,Viadana,Bas-Uele,3,1,,33.3,
131,2026-09-22,2026-09-23,final,Boga,Ituri,2,2,,100.0,
131,2026-09-22,2026-09-23,final,Bulu,Sud-Ubangi,2,1,,50.0,
131,2026-09-22,2026-09-23,final,Kambala,Ituri,2,0,123772,0.0,1.6
131,2026-09-22,2026-09-23,final,Rungu,Haut-Uele,2,1,,50.0,
131,2026-09-22,2026-09-23,final,Buta,Bas-Uele,1,1,,100.0,
131,2026-09-22,2026-09-23,final,Dungu,Haut-Uele,1,1,,100.0,
131,2026-09-22,2026-09-23,final,Goma,Nord-Kivu,1,0,251728,0.0,0.4
131,2026-09-22,2026-09-23,final,Kayna,Nord-Kivu,1,0,,0.0,
131,2026-09-22,2026-09-23,final,Lubunga,Tshopo,1,0,,0.0,
131,2026-09-22,2026-09-23,final,Tshopo,Tshopo,1,0,,0.0,
131,2026-09-22,2026-09-23,final,Wanie-Rukula,Tshopo,1,1,,100.0,
131,2026-09-22,2026-09-23,final,A ventiler,Ituri,,493,,,
